n01797886_8416,n01807496_6388
n02113186_9535,n04254680_1184
n03141823_5806,n03814639_3659
n03666591_37397,n04154565_29339
n01629819_4660,n01632458_2156
n02095889_1343,n02096437_949
n02749479_1814,n04090263_3516
n03000247_15932,n03146219_4648
n02895154_26354,n03146219_1501
n02097130_5252,n02097209_3578
n03017168_3695,n03447721_2079
n01728572_15266,n01728920_2393
n03180011_21781,n03793489_7807
n01753488_11103,n01756291_18600
n03017168_34985,n03447721_20291
n03710637_136,n03710721_337
n04264628_5448,n04505470_2705
n03450230_34439,n10148035_12888
n01871265_270,n02504458_458
n01667114_4312,n01669191_8702
n02979186_339,n04392985_8960
n01729322_12131,n01755581_1615
n03933933_10315,n04366367_19703
n09256479_6343,n10565667_143
n02395406_5022,n02396427_2908
n03125729_194,n03131574_554
n02786058_10960,n04116512_20122
n02114367_27201,n02114548_19220
n02395406_7114,n02396427_4134
n02895154_27360,n03146219_12728
n03710637_8980,n03710721_19022
n03710637_5334,n03710721_10879
n01753488_5341,n01756291_8425
n03773504_2111,n04008634_13730
n01744401_2875,n01756291_12197
n13044778_4748,n13052670_5956
n02395406_2215,n02396427_1298
n04118776_3877,n04238763_11566
n02093754_8054,n02098413_21359
n02106030_15829,n02106166_6512
n03710637_2235,n03710721_3275
n02815834_7609,n03733805_15685
n02093991_114,n02095314_80
n02395406_26690,n02396427_15775
n04039381_17387,n04409515_8246
n03492542_40121,n04153751_25879
n03197337_9213,n04328186_24864
n02107908_10020,n02108000_5272
n02412080_7303,n02415577_9076
n01796340_17555,n01807496_27876
n03710637_653,n03710721_1486
n02979186_254,n04392985_192
n01753488_4890,n01756291_7771
n03690938_9043,n04357314_13732
n02002556_6424,n02002724_4744
n01729977_1502,n01739381_507
n02087394_1479,n02100583_10328
n02483362_9254,n02483708_2504
n02749479_2807,n04090263_5356
n02106030_15636,n02106166_6438
n01847000_14174,n02012849_12228
n03773504_14109,n04008634_4901
n02105855_11462,n02106030_11375
n03710637_5100,n03710721_6177
n03782006_37472,n04152593_70935
n02395406_5688,n02396427_3316
n03773504_1887,n04008634_16767
n02690373_4591,n04592741_5346
n02105251_1844,n02107908_5305
n02106030_7499,n02106166_3100
n02395406_21052,n02396427_12360
n02091635_7342,n02105641_5138
n01729977_3401,n01739381_1171
n02099267_6310,n02099429_3814
n02002556_8382,n02002724_6189
n01682714_3281,n01693334_2874
n03691459_71423,n04404412_28564
n01729977_591,n01739381_213
n01968897_14321,n03065424_43692
n03443371_13855,n07892512_1988
n02107908_10154,n02108000_5407
n02747177_38559,n04243546_21009
n02106030_14628,n02106166_4160
n02895154_21158,n03146219_9589
n03196217_8070,n03197337_8874
n01729977_15865,n01739381_5788
n02895154_34872,n03146219_18247
n01944390_2456,n01945685_11844
n03179701_18421,n03180011_5519
n03773504_8489,n04008634_21917
n02412080_2210,n02415577_2741
n03773504_6573,n04008634_6466
n02114855_20340,n02120505_12111
n03017168_40771,n03447721_23668
n02091134_4418,n02091831_3220
n02119789_2947,n02120505_4780
n02978881_124,n02979186_12319
n02979186_12375,n02988304_219
n02119022_6453,n02119789_2226
n03782006_6607,n04152593_28105
n02093256_1858,n02093428_2527
n02097130_6222,n02097209_4446
n03109150_39070,n07892512_13317
n02443114_4641,n02443484_4085
n03773504_527,n04008634_13532
n12144580_15725,n13133613_23246
n02486261_20021,n02493509_16555
n02089867_6150,n02089973_10000
n04037443_5853,n04285008_2793
n02098413_2739,n02113624_1213
n03773504_8026,n04008634_21552
n02088094_13948,n02091831_8308
n02077923_617,n10565667_224
n02002556_2186,n02002724_1624
n03710637_4323,n03710721_9204
n01773549_5448,n01773797_8761
n02106030_2522,n02106166_1031
n02483362_5880,n02483708_2192
n02123597_6456,n03482405_1247
n02422106_617,n02423022_1369
n03724870_3554,n04229816_3201
n02978881_14075,n04392985_7836
n02493509_12464,n02494079_14080
n03710637_9865,n03710721_20450
n01773549_288,n01774384_1115
n03127747_7183,n03814639_3362
n02093991_9014,n02098105_8735
n02979186_13463,n02988304_3267
n02093754_4459,n02094433_892
n01728572_2232,n01728920_2010,n01756291_13906
n01697457_8839,n01698640_8950
n02165456_10651,n02169497_2199
n01682714_14951,n01693334_13059
n01753488_11088,n01756291_18547
n03633091_12856,n04597913_657
n02395406_25244,n02396427_14900
n03196217_10202,n04328186_30010
n01797886_10094,n01807496_8388
n01978287_4090,n01978455_4226
n02395406_3972,n02396427_2279
n01667114_1803,n01667778_4466
n02106662_59528,n03803284_8985
n02669723_4704,n03787032_4571
n01630670_2034,n01632458_1743
n04081281_17188,n04447861_2627
n02107574_3513,n02107908_8528
n02749479_1689,n04090263_3290
n01797886_11171,n01807496_9301
n02669723_3743,n03787032_3654
n03642806_20527,n03832673_20056
n02669723_8360,n03787032_7801
n02441942_29895,n02443484_3611
n07734744_5494,n12998815_7878
n01797886_5554,n01807496_4669
n03782006_35450,n04152593_68142
n03782006_12476,n04152593_36577
n03710637_13331,n03710721_17110
n12144580_16927,n13133613_29514
n03710637_6378,n03710721_13520
n01753488_5227,n01756291_8259
n01682714_15682,n01693334_13667
n01978287_2970,n01981276_4931
n03773504_8773,n04008634_22143
n03125729_12517,n03131574_4744
n02992211_40044,n04536866_41695
n03633091_16029,n04332243_11261
n03085013_19020,n03832673_11533
n02823428_7750,n04591713_7064
n03773504_20162,n04008634_35540
n01797886_14263,n01806567_9719,n01807496_9672
n02093256_8795,n02108422_3328
n02492035_1949,n02492660_9006
n02749479_3442,n04090263_6518
n02808440_1235,n04493381_770
n02992211_29823,n04536866_13804
n01728920_1997,n01737021_2190
n02895154_21664,n03146219_9827
n02088094_1693,n02091831_1646
n02107908_12065,n02108000_7187
n01755581_740,n01756291_969
n03773504_11265,n04008634_24034
n03250847_9372,n04311174_7410
n03710637_9478,n03710721_19808
n03710637_2453,n03710721_5300
n02177972_8814,n04589890_5026
n02104365_3997,n02113023_6075
n02395406_2279,n02396427_1337
n02979186_11838,n04392985_8623
n01753488_18700,n01756291_14475
n01797886_6633,n01807496_5601
n02107908_10964,n02108000_6114
n01675722_7124,n01689811_9919
n02489166_3861,n02493509_6563
n02090622_428,n02091831_542
n07930864_6955,n07932039_2195
n01753488_11004,n01756291_18141
n02979186_13086,n04392985_1561
n02090379_4667,n02090379_855
n03180011_5339,n03782006_9002
n01768244_7948,n01955084_7227
n01753488_7519,n01756291_11867
n01753488_4487,n01756291_7183
n03773504_17642,n04008634_17455
n01753488_12226,n01756291_17467
n02086910_5130,n02097130_3171
n02097474_4907,n02098105_2456
n03782006_10724,n04152593_33914
n01753488_2601,n01756291_4176
n01797886_15482,n01807496_588
n02106030_16338,n02106166_6710
n02114367_4695,n02114855_4897,n02120505_2921
n02808440_46919,n04493381_27191
n03950228_21490,n04560804_7358
n02442845_6544,n02443114_9313
n02165105_2730,n02167151_8459
n02978881_15570,n02979186_16819
n03710637_2865,n03710721_759
n01740131_17674,n01751748_11669
n02100735_531,n02102480_309
n02412080_11662,n02415577_14594
n01630670_3702,n01631663_4512
n02483708_8152,n02492660_11180
n01630670_4031,n01631663_4960
n07718747_9691,n07730033_3673
n01735189_10595,n01740131_779
n04589890_146,n04589890_3384
n01682714_2868,n01693334_2534
n01728572_9275,n01751748_9447
n01753488_2811,n01756291_4461
n02749479_3646,n04090263_6924
n02441942_11078,n02443484_12890
n01917289_4470,n10565667_4879
n02978881_4773,n02979186_13626
n02979186_6049,n02988304_6355
n03782006_3264,n04152593_23324
n01797886_133,n01807496_115
n07711569_2952,n07871810_21064
n02823428_3519,n03983396_5219
n03710637_4159,n03710721_8838
n02104029_2643,n02111500_5154
n02089867_424,n02089973_474
n02895154_25720,n03146219_11643
n02486261_3292,n02500267_2416
n12144580_1841,n13133613_3333
n03063599_473,n07930864_6911
n03443371_25099,n07892512_19215
n02992529_9584,n03187595_2260
n02895154_8317,n03146219_19844
n03773504_22940,n04008634_21808
n02422106_1492,n02423022_3278
n01797886_4824,n01807496_4058
n02895154_30416,n03146219_14818
n02113023_6998,n02113186_4305
n02165105_3208,n02167151_4106
n01797886_7847,n01807496_6539
n01514668_13469,n01514859_3040
n02441942_22713,n02447366_25208
n01753488_8253,n01756291_9003
n02114367_26769,n02114548_18927
n02815834_4943,n03733805_24017
n02128385_5106,n02128925_9536
n02443114_10751,n02445715_13484
n03710637_7939,n03710721_2948
n02113023_3545,n02113186_2998
n03773504_2748,n04008634_17425
n01675722_3306,n01685808_8775
n01729977_7967,n01749939_3073
n01753488_3241,n01756291_11690
n01797886_4257,n01807496_3605
n02895154_36824,n03146219_3834
n03773504_2329,n04008634_30786
n04270147_9352,n04597913_5536
n02101388_20861,n02107574_3985
n07717410_5792,n07717556_7144
n01797886_10041,n01807496_8344
n03710637_5095,n03710721_10847
n03127925_8921,n04591713_5207
n01677366_10962,n01693334_8108
n02093754_4120,n02096294_1992
n02107574_5766,n02107908_5306,n02108000_6530
n02979186_1205,n04392985_882
n01753488_2891,n01756291_12960
n01737021_13940,n01751748_14789
n02088466_3939,n02089867_1292
n02486261_829,n02489166_400
n03733805_21493,n07930864_18973
n03983396_2128,n04525305_1555
n01797886_14222,n01807496_11763
n13044778_359,n13052670_7351
n03690938_1839,n04357314_2755
n02441942_20126,n02443114_8125
n03496892_17838,n03967562_5334
n02167151_2128,n02174001_1032
n01729977_10249,n01749939_40
n02106030_14796,n02106166_989
n02109961_8617,n02110185_6023
n03476991_4599,n03483316_6688
n03983396_2181,n04525305_3625
n03710637_6736,n03710721_14273
n03782006_10762,n04152593_33988
n02113978_2141,n02113978_3832
n03710637_1345,n03710721_2932
n01753488_5471,n01756291_8608
n03710637_1412,n03710721_3085
n01689811_6125,n04118776_14573
n01744401_8153,n01753488_6636
n02106030_10369,n02106166_7764
n02441942_5075,n02442845_4765
n01735189_3361,n01744401_8532
n02107908_12321,n02108000_7395
n02484975_357,n02493509_661
n03782006_7290,n04152593_29097
n03773504_9552,n04008634_22729
n02979186_15350,n04392985_9576
n01773797_1044,n01775062_8199
n02114712_12435,n02115913_4047,n02120505_12104
n02091831_13767,n02091831_6323
n02483362_3407,n02486261_2775,n02500267_2048
n02107908_9831,n02108000_5074
n02669723_8894,n03787032_8304
n02777292_16167,n03888605_28297
n02441942_25144,n02442845_27509
n02105855_4852,n02106030_4790
n02808440_22413,n04493381_16847
n01728572_9406,n01728920_8672
n03710637_1222,n03710721_2643
n03950228_19593,n04560804_958
n03970156_28614,n15075141_16785
n01753488_4161,n01755581_5297,n01756291_6579
n01797886_6302,n01807496_1288
n07860988_26086,n07875152_5953
n02979186_12419,n04392985_8959
n02412080_4012,n02415577_4933
n01631663_2584,n01945685_12456
n07747607_13907,n07753592_9887
n02096585_8109,n02108915_2367
n02093991_2185,n02095314_950
n02808440_11995,n04493381_13091
n03782006_2624,n04152593_22414
n03785016_10687,n03791053_11929
n02113624_2258,n02113712_1558
n02395406_12492,n02396427_7334
n01753488_10840,n01756291_17393
n02749479_3383,n04090263_6439
n02883205_7471,n04350905_10927
n02441942_10092,n02443484_11816
n02749479_7541,n04090263_14098
n02951585_19734,n03109150_26430
n03633091_15776,n04263257_5789
n03529860_11382,n04404412_27370
n03773504_5835,n04008634_479
n01797886_17422,n01807496_14350
n02978881_2742,n02979186_2049
n02978881_2519,n02979186_12962
n01682714_15541,n01693334_13554
n01682714_8002,n01693334_1585
n02107908_9992,n02108000_5247
n03733805_10146,n03775546_8544
n01914609_7282,n02607072_1314
n12144580_18749,n13133613_32787
n02363005_3016,n02441942_28680
n03710637_2441,n03710721_365
n07747607_18447,n07753275_17465
n02704792_32383,n03216828_52678
n03085013_23201,n03782006_33518
n02109961_19252,n02110185_13385
n02120079_230,n02120505_173
n01797886_8620,n01807496_7196
n01753488_9117,n01756291_14459
n02979186_1719,n04392985_1229
n01630670_10534,n01632458_979
n01682714_14897,n01693334_13021
n01833805_8797,n01843065_1264
n02412080_23359,n02415577_29360
n02783161_6235,n04392985_9130
n03773504_6789,n04008634_6684
n03259280_5879,n04596742_28080
n02093256_13506,n02093428_18335
n03773504_2830,n04008634_15945
n01629819_10744,n01632458_3658
n02107908_11126,n02108000_6297
n03773504_4439,n04008634_10930
n01773549_2417,n01773797_4174
n03085013_8443,n04505470_1986
n02895154_15636,n03146219_23437
n01797886_1829,n01807496_1550
n02490219_334,n02493509_9489
n01667114_4774,n01669191_9589
n03793489_7848,n03832673_16286
n01753488_256,n01756291_1803
n12985857_6827,n13052670_9988
n04264628_4650,n04505470_2275
n01955084_3868,n01990800_4333
n02978881_787,n02979186_569
n02094258_6311,n02096294_7094
n02690373_9828,n04592741_19727
n02483362_8690,n02483708_3002
n03773504_10678,n04008634_10641
n07920052_17425,n07930864_30772
n02093991_1712,n02097047_2261
n03710637_10110,n03710721_302
n03344393_1892,n03673027_19599
n02443114_12451,n02443484_10961
n04041544_39586,n04404412_11988
n01667778_761,n01669191_627
n02870880_10495,n03661043_7365
n01630670_3108,n01632458_2688
n03017168_39664,n03447721_23030
n03710637_7297,n03710721_5899
n02165105_4325,n02167151_9460
n02669723_2341,n03787032_2295
n02895154_1854,n03146219_14459
n01871265_6121,n02504013_8237
n02441942_5335,n02442845_5019
n01753488_11024,n01756291_18221
n01728572_21132,n01728920_16267
n03782006_9623,n03793489_8500
n03782006_633,n04152593_19604
n01514668_13807,n01514859_1104
n03761084_11211,n04111531_4585
n03710637_5642,n03710721_11987
n02749479_4396,n04090263_8377
n04350905_3021,n04591157_382
n03535780_52122,n03888605_36638
n02097130_7030,n02097209_2825
n02708093_910,n04548280_6743
n03075370_3835,n03874599_6042
n02113023_5846,n02113186_2120
n03017168_36153,n03447721_20964
n01530575_6126,n01532829_10902
n02109961_7669,n02110063_6590
n02107908_11701,n02108000_6836
n02105855_8815,n02106030_8765
n02441942_22516,n02442845_24151
n01753488_3628,n01756291_5751
n01729977_13958,n01749939_614
n01753488_2474,n01756291_3973
n01742172_5484,n01744401_7026
n02107574_895,n02107683_1854
n01728572_18750,n01728920_14294
n01797886_1320,n01806567_1124,n01807496_1115
n02443114_14733,n02443484_12909
n01728572_13821,n01728920_10039
n02492660_655,n02493509_469
n02395406_4792,n02396427_2773
n02090622_7300,n02092002_5396
n03782006_12121,n04041544_40312
n03782006_13681,n04152593_38398
n02441942_668,n02442845_593
n01729977_8838,n01749939_3395
n07716906_4611,n07717556_869
n02085782_4605,n02086646_4036
n02108089_5427,n02109047_5161
n02097130_8165,n02097209_5742
n02669723_9424,n03787032_1478
n07747607_18602,n07749582_10616
n01797886_14003,n01807496_11594
n01682714_6801,n01693334_5820
n01729977_10418,n01739381_3362
n01729977_686,n01739381_546
n03180011_7126,n03485407_12906
n03782006_8275,n04152593_30465
n02422699_7078,n02423022_6116
n02165105_3626,n02167151_9043
n01729322_6401,n01753488_6293
n03208938_3928,n03492542_8486
n02107908_10903,n02108000_6051
n01682714_10092,n01693334_8792
n01514668_22416,n01514859_10786
n03710637_14444,n03710721_17797
n02422699_8392,n02423022_7173
n03782006_4015,n04152593_24465
n02895154_40411,n03146219_22573
n01753488_11069,n01756291_18455
n13044778_503,n13052670_639
n02483362_13783,n02483708_4820
n02804610_392,n03372029_36522
n02808440_1582,n04493381_957
n02422699_2165,n02423022_1869
n03710637_12654,n03710721_25262
n01729977_7615,n01739381_2498
n02403003_5791,n03868242_1282
n03710637_3180,n03710721_6824
n02113624_616,n02113712_433
n03649909_10598,n04517823_8860
n02106030_7469,n02106166_3083
n03782006_15344,n04152593_40897
n03782006_7165,n04152593_28913
n01797886_80,n01807496_8699
n03710637_1556,n03710721_3439
n01667114_1335,n01667778_3407
n03085013_22494,n03180011_330
n02966687_10530,n03658185_19726
n02808440_39066,n04493381_23368
n03908618_19133,n04116512_27779
n02979186_1932,n04392985_4865
n01774750_4038,n01775062_4194
n01682714_13632,n01693334_11972
n02093256_6258,n02093428_8554
n02978881_4232,n02979186_3211,n04392985_9175
n03773504_11451,n04008634_24176
n03529860_9541,n04418357_6552
n01871265_2444,n02504458_3946
n03773504_4109,n04008634_559
n01773797_8630,n01774384_17270
n01755581_9864,n01756291_12069
n02493793_3598,n02494079_2515
n02395406_7894,n02396427_4607
n01753488_14972,n01756291_7446
n01629819_14305,n01632458_7967
n02895154_6325,n04192698_7754
n02895154_17740,n03146219_8079
n02087046_3817,n02094433_2722
n03529860_23507,n03691459_64859
n02422699_8766,n02423022_7491
n01806567_3846,n01807496_3726
n01797886_10849,n01807496_9016
n02895154_36600,n03146219_19603
n01797886_17147,n01807496_14107
n03733805_1846,n07930864_5027
n01729977_4376,n01739381_1457
n02793495_18923,n04465501_9071
n02099712_5447,n04141076_33770
n03773504_3453,n04008634_7845
n03710637_1841,n03710721_4018
n02823428_2671,n03983396_3959
n03773504_26800,n04008634_24875
n02109961_6863,n02110063_5868
n02783161_17721,n03388183_8662
n02978881_7627,n02979186_5679
n03782006_1274,n04152593_20554
n02109961_8270,n03218198_6794
n02085620_6038,n02107312_3249
n02093991_8127,n02098105_7755
n03895866_71906,n04037443_5431
n01667114_2977,n01667778_7400
n03642806_20309,n03832673_19951
n01983481_24866,n01984695_18192
n02441942_21631,n02443114_9092
n02097658_1197,n02098413_2262
n02493509_3397,n02494079_3340
n02395406_20760,n02396427_12206
n01950731_11667,n02319095_7274
